prestashop_product_id,shobi_code,inspired_by,code_suffix,inferred_brand,status,match_type,score,candidate_count,fragrantica_brand,fragrantica_perfume,fragrantica_id,fragrantica_url,note
843,796-LAN,POEME,LAN,Lancome,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Lancome,Poeme,171,https://www.fragrantica.com/perfume/Lancome/Poeme-171.html,
842,794-LAN,LA NUIT TRESOR A LA FOLIE,LAN,Lancome,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Lancome,La Nuit Tresor a la Folie,48019,https://www.fragrantica.com/perfume/Lancome/La-Nuit-Tresor-a-la-Folie-48019.html,
841,793-LAN,LA NUIT TRESOR,LAN,Lancome,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Lancome,La Nuit Tresor,29157,https://www.fragrantica.com/perfume/Lancome/La-Nuit-Tresor-29157.html,
840,791-LAN,O DE L'ORANGERIE,LAN,Lancome,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Lancome,O de L Orangerie,11345,https://www.fragrantica.com/perfume/Lancome/O-de-L-Orangerie-11345.html,
839,790-LAN,MIRACLE,LAN,Lancome,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Lancome,Miracle,184,https://www.fragrantica.com/perfume/Lancome/Miracle-184.html,
838,788-LAN,MAGNIFIQUE,LAN,Lancome,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Lancome,Magnifique,3746,https://www.fragrantica.com/perfume/Lancome/Magnifique-3746.html,
837,787-LAN,MAGIE NOIRE,LAN,Lancome,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Lancome,Magie Noire,174,https://www.fragrantica.com/perfume/Lancome/Magie-Noire-174.html,
836,784-LAN,LA VIE EST BELLE L'ECLAT,LAN,Lancome,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Lancome,La Vie est Belle L Eclat,45892,https://www.fragrantica.com/perfume/Lancome/La-Vie-est-Belle-L-Eclat-45892.html,
835,783-LAN,LA VIE EST BELLE L'EAU DE TOILETTE FLORALE,LAN,Lancome,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Lancome,La Vie Est Belle L Eau de Toilette Florale,35493,https://www.fragrantica.com/perfume/Lancome/La-Vie-Est-Belle-L-Eau-de-Toilette-Florale-35493.html,
834,782-LAN,LA VIE EST BELLE,LAN,Lancome,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Lancome,La Vie Est Belle,14982,https://www.fragrantica.com/perfume/Lancome/La-Vie-Est-Belle-14982.html,
833,779-LAN,HYPNOSE,LAN,Lancome,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Lancome,Hypnose,170,https://www.fragrantica.com/perfume/Lancome/Hypnose-170.html,
832,778-LAN,CLIMAT,LAN,Lancome,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Lancome,Climat,180,https://www.fragrantica.com/perfume/Lancome/Climat-180.html,
831,777-LAL,SCULPTEUR D' EPICES - LALIQUE,LAL,Lalique,FOUND,EXACT_PERFUME_BRAND_TEXT,1.0000,1,Lalique,Sculpteur d Epices,28250,https://www.fragrantica.com/perfume/Lalique/Sculpteur-d-Epices-28250.html,
830,776-LAL,SATINE - LALIQUE,LAL,Lalique,FOUND,EXACT_PERFUME_BRAND_TEXT,1.0000,1,Lalique,Satine,17840,https://www.fragrantica.com/perfume/Lalique/Satine-17840.html,
