shobi_code,brand,perfume,fragrantica_id,fragrantica_url,verification_note
744-JUS,Justin Bieber,The Key,18665,https://www.fragrantica.com/perfume/Justin-Bieber/The-Key-18665.html,Exact 2013 page
743-JUS,Justin Bieber,Girlfriend,15287,https://www.fragrantica.com/perfume/Justin-Bieber/Girlfriend-15287.html,Exact 2012 page
745-KAR,Karl Lagerfeld,Karl Lagerfeld for Her Eau de Parfum,24068,https://www.fragrantica.com/perfume/Karl-Lagerfeld/Karl-Lagerfeld-for-Her-24068.html,Exact 2014 page
771-LAP,La Prairie,Silver Rain,823,https://www.fragrantica.com/perfume/La-Prairie/Silver-Rain-823.html,Exact 2004 page
770-LAP,La Prairie,Midnight Rain,824,https://www.fragrantica.com/perfume/La-Prairie/Midnight-Rain-824.html,Exact 2006 page
714-HUG,Hugo Boss,BOSS The Scent for Her Eau de Parfum,38998,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-The-Scent-For-Her-38998.html,Exact original 2016 EDP
713-HUG,Hugo Boss,MA VIE - HUGO BOSS,25298,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-Ma-Vie-Pour-Femme-25298.html,Exact 2014 page
913-SIS,Sisley,Eau du Soir,1002,https://www.fragrantica.com/perfume/Sisley/Eau-du-Soir-1002.html,Original 1990 page
935-TRU,Trussardi,Skin,1038,https://www.fragrantica.com/perfume/Trussardi/Trussardi-Skin-1038.html,Exact 2002 page
929-TRU,Trussardi,Donna,13066,https://www.fragrantica.com/perfume/Trussardi/Donna-Trussardi-2011-13066.html,2011 Donna matching modern legacy item
909-SFER,Salvatore Ferragamo,TUSCAN SCENT WHITE MIMOSA - FERRAGAMO,26777,https://www.fragrantica.com/perfume/Salvatore-Ferragamo/White-Mimosa-26777.html,Exact Tuscan Scent White Mimosa 2014
717-ISS,Issey Miyake,CLASSIC - ISSEY MIYAKE,720,https://www.fragrantica.com/perfume/Issey-Miyake/L-eau-d-Issey-720.html,Classic women L Eau d Issey 1992
